Transaction_Amount,Account_Balance,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Age,Transaction_Year,Transaction_Month,Transaction_Day,Transaction_DayOfWeek,Amount_to_Balance_Ratio,High_Amount_Flag,High_Transaction_Frequency,Transaction_Type_Bank Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Fraud_Label
128.58,74097.63,0,3,13,2023,2,10,4,0.0017352547543726517,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
17.59,87164.58,0,1,103,2023,10,8,6,0.00020179983888135662,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
87.39,14297.35,0,9,164,2023,6,25,6,0.006111894029730703,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
152.94,53415.72,1,14,140,2023,3,9,3,0.0028631484673712648,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
344.05,54322.12,0,1,63,2023,8,8,1,0.006333399112569381,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
145.01,59491.05,0,2,24,2023,8,9,2,0.002437468535711914,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
37.0,33764.53,0,14,1,2023,10,17,1,0.0010957920696047123,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
70.64,69612.37,0,3,231,2023,5,19,4,0.0010147475980547991,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
109.19,12107.18,0,7,135,2023,10,29,6,0.009017870563536385,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
306.95,11261.43,0,4,171,2023,1,24,1,0.027254331436466196,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
176.45,5797.81,0,10,139,2023,10,25,2,0.03042865691409099,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
274.66,92643.65,0,5,61,2023,3,4,5,0.00296466120817554,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
7.86,28103.11,0,10,13,2023,4,12,2,0.00027967439637832333,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
79.44,56180.33,0,10,126,2023,2,10,4,0.0014139928691613388,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
64.22,86111.17,0,12,195,2023,11,12,6,0.0007457714745778675,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
206.43,40424.1,0,14,185,2023,12,3,6,0.005106480874506186,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
141.93,87137.06,0,8,53,2023,7,5,2,0.0016287945818394397,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
50.21,55319.57,0,13,182,2023,6,19,0,0.000907618992356731,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
404.2,43755.79,0,10,189,2023,10,6,4,0.00923742349473076,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
67.46,8492.17,0,7,76,2023,8,28,0,0.007942852904157104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
845.16,2511.29,0,8,145,2023,5,27,5,0.3364102074203217,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
261.78,20948.12,0,12,43,2023,3,12,6,0.012495990285033452,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4.99,39609.02,0,4,4,2023,4,5,2,0.00012597822470172953,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
322.52,62938.4,0,8,68,2023,6,8,3,0.005124294162321216,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
43.1,97467.77,0,1,67,2023,12,24,6,0.0004421929198449924,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
210.25,1066.64,0,9,43,2023,10,8,6,0.19692967667003858,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
30.18,55681.27,1,5,104,2023,7,18,1,0.0005420037652918964,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
35.95,64497.65,0,7,166,2023,2,3,4,0.0005573760070947222,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3.08,93418.97,0,2,28,2023,9,12,1,3.296939615801632e-05,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
15.45,20865.2,0,1,4,2023,12,24,6,0.0007404318946430111,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
7.39,37499.85,1,2,155,2023,11,30,3,0.0001970621999234684,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
113.8,60008.24,0,8,88,2023,1,13,4,0.0018963746249744207,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
37.13,13416.66,0,1,117,2023,6,14,2,0.002767248536630083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
99.23,2396.5,0,2,106,2023,11,24,4,0.041388946819603756,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
132.98,47351.02,0,4,227,2023,9,24,6,0.0028083279234972446,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
13.26,87966.39,0,7,72,2023,10,29,6,0.00015073767676862982,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
617.49,11484.36,0,13,222,2023,6,11,6,0.05376322553232985,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
130.3,19362.86,0,9,84,2023,5,19,4,0.006729030265659843,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
24.37,65238.0,0,5,31,2023,12,30,5,0.00037354956391115745,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
55.51,11580.7,0,4,155,2023,1,5,3,0.004792906050061735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
168.41,57500.74,1,4,21,2023,4,2,6,0.002928780937759449,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
201.2,21279.74,1,10,83,2023,12,13,2,0.00945455844110684,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.66,50848.66,0,4,29,2023,9,28,3,3.2645252691955065e-05,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
3.5,90339.92,0,3,81,2023,7,18,1,3.8742133686484486e-05,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
129.43,75343.43,0,13,102,2023,11,8,2,0.0017178443051463794,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
58.2,85250.66,0,12,1,2023,12,12,1,0.0006826846538823995,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
42.38,69634.88,0,11,88,2023,10,14,5,0.000608594305119717,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
146.32,70115.02,0,6,97,2023,8,19,5,0.002086826947679004,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
165.0,17342.18,0,5,153,2023,3,4,5,0.009513826184125402,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
63.75,23759.97,0,6,160,2023,4,3,0,0.0026829712760043046,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
179.28,34703.44,0,8,186,2023,1,26,3,0.005165909606955191,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
211.78,67016.74,0,5,75,2023,6,9,4,0.0031600588142781296,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
80.47,77242.44,1,14,55,2023,1,18,2,0.0010417713141724397,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
114.85,37166.79,0,7,8,2023,9,23,5,0.003090041135079594,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
233.77,77635.53,0,8,91,2023,5,18,3,0.003011082540654509,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
42.92,21779.09,0,5,102,2023,8,20,6,0.0019706071003379694,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
169.94,86448.31,0,2,12,2023,9,9,5,0.0019657762450619905,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
408.98,19082.64,0,7,57,2023,7,25,1,0.021430921983437122,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
15.68,98923.79,1,2,52,2023,4,28,4,0.000158504253584971,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5.96,39740.28,1,8,95,2023,5,18,3,0.00014997000599880025,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
197.89,33944.53,1,3,120,2023,5,9,1,0.005829633533487325,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
66.25,21049.6,0,3,155,2023,2,23,3,0.003147178702744815,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
363.66,20668.94,0,2,226,2023,9,17,6,0.017593665003381723,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
218.53,20149.3,1,11,102,2023,11,18,5,0.010844999826305317,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
415.66,32749.04,0,4,140,2023,2,28,1,0.012691892895397992,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
10.36,96692.88,0,6,74,2023,3,20,0,0.00010714225140205357,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
104.09,7136.96,0,14,206,2023,6,1,3,0.014582597829071613,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.38,56532.58,0,4,227,2023,4,15,5,6.721668785171574e-06,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
395.22,84106.72,0,14,238,2023,11,19,6,0.004698974125086259,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
83.61,94709.99,0,6,201,2023,12,17,6,0.0008827908989231344,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
36.26,68632.01,0,12,237,2023,12,16,5,0.0005283172047969337,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
660.02,88107.52,0,7,81,2023,5,27,5,0.007490989520650216,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16.02,13903.36,1,8,61,2023,12,5,1,0.0011521565897315662,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
135.78,54282.71,0,6,148,2023,9,6,2,0.0025013028770509605,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
104.73,40139.23,0,5,211,2023,2,27,0,0.002609103136678589,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
58.88,8411.46,1,1,22,2023,2,25,5,0.006999141749262404,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
100.82,59717.04,0,3,169,2023,11,2,3,0.001688267063018143,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
66.83,63136.5,0,14,88,2023,9,17,6,0.0010584834686200753,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
183.97,99110.54,0,9,96,2023,10,22,6,0.0018561915191712289,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
258.62,81374.7,0,4,188,2023,12,5,1,0.0031780986215786777,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
107.27,72430.27,0,1,45,2023,4,15,5,0.0014809901855924934,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
21.27,63552.43,0,11,64,2023,10,12,3,0.000334679025191874,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
168.5,43751.48,0,4,45,2023,2,7,1,0.0038512102628239587,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
202.65,86833.73,0,5,198,2023,12,2,5,0.0023337436530291513,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
384.34,55811.94,0,13,218,2023,7,27,3,0.006886216708885072,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
86.24,15728.06,0,7,133,2023,4,18,1,0.005482845128698091,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
87.67,89400.72,0,7,58,2023,10,3,1,0.0009806299028698776,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
105.61,86685.97,0,8,164,2023,8,25,4,0.001218291514860884,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
94.2,91731.74,0,8,50,2023,3,21,1,0.0010268961768720743,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
25.74,55701.71,0,9,45,2023,3,11,5,0.0004620960093324005,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
104.01,74493.76,0,11,158,2023,1,13,4,0.0013962055854666827,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
155.06,44205.27,0,9,141,2023,8,14,0,0.003507647218369702,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
82.26,7020.01,0,1,183,2023,11,22,2,0.01171626304477561,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
70.9,80630.67,1,14,43,2023,12,1,4,0.0008793071010435478,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
35.67,45549.12,0,1,50,2023,12,6,2,0.0007830934364168524,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16.68,31317.07,0,12,47,2023,9,12,1,0.000532599869659912,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
90.29,24671.13,0,6,18,2023,3,10,4,0.0036595948545990963,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135.09,62911.5,0,14,221,2023,11,30,3,0.00214726803099543,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
9.07,48567.95,0,11,19,2023,7,20,3,0.0001867448235961453,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
316.76,75436.68,0,14,166,2023,1,21,5,0.0041989626404205435,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
38.87,88529.64,0,2,81,2023,9,20,2,0.00043905703155427316,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
64.65,12058.24,0,6,30,2023,4,7,4,0.005361034360374287,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1.97,23224.73,0,3,33,2023,8,16,2,8.481972364270144e-05,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14.92,87553.08,0,9,57,2023,11,29,2,0.00017040896323734998,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
43.52,13114.85,0,13,29,2023,1,17,1,0.003318122729369427,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
264.56,78755.17,1,12,73,2023,7,23,6,0.0033592288705761087,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
63.87,90794.73,0,5,84,2023,6,30,4,0.0007034471775269607,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
244.53,89820.65,0,9,113,2023,12,8,4,0.0027223948791855863,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
129.51,48035.69,0,6,17,2023,3,14,1,0.0026960641959302353,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
96.65,22788.45,1,8,105,2023,3,23,3,0.0042409974790966875,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
219.32,93639.47,0,1,210,2023,10,29,6,0.002342149713686828,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
131.07,17924.46,0,13,171,2023,10,10,1,0.007311946248520261,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
33.81,59438.57,0,7,142,2023,11,11,5,0.000568812997806007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43.13,81311.08,0,4,10,2023,7,18,1,0.0005304254915136841,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
139.58,86935.48,0,4,213,2023,9,13,2,0.0016055400448695418,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
14.8,49901.85,0,9,212,2023,3,11,5,0.00029657624764918236,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
110.4,85284.72,0,8,184,2023,5,21,6,0.0012944722750772345,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
22.37,52025.48,1,12,123,2023,12,22,4,0.00042997335203150393,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
39.6,9410.88,1,11,64,2023,5,2,1,0.004207448458756381,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
124.72,57787.91,0,5,106,2023,9,21,3,0.002158199557665995,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
18.98,79187.77,0,9,187,2023,9,23,5,0.00023968044963951327,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
70.4,52285.77,0,13,183,2023,3,17,4,0.00134642090150147,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0.93,84715.06,0,7,148,2023,4,12,2,1.0977847647777766e-05,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
13.74,23438.01,0,3,197,2023,5,14,6,0.0005862022329441389,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
92.36,3796.05,0,12,59,2023,12,17,6,0.02432414637679251,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
34.63,3091.74,0,13,7,2023,1,23,0,0.01119719084048449,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
126.9,85102.22,0,10,154,2023,10,3,1,0.0014911304178619798,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3.01,56687.68,0,4,5,2023,10,29,6,5.309702042806429e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
32.41,82806.02,0,7,83,2023,3,27,0,0.0003913919375434594,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
11.13,20162.16,0,12,112,2023,5,17,2,0.0005519968100238257,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
202.96,48689.24,0,9,139,2023,2,14,1,0.0041683918584094065,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
11.89,40156.96,0,9,115,2023,2,17,4,0.00029608077701158127,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
75.26,32598.0,0,5,200,2023,1,6,4,0.002308659774839719,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12.89,83600.12,0,8,33,2023,8,23,2,0.00015418453724064943,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
31.04,9189.62,0,11,113,2023,2,11,5,0.003377356478670644,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
92.03,16040.02,0,10,28,2023,4,14,4,0.0057371663397963475,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
45.32,63961.79,0,8,200,2023,7,25,1,0.0007085369478098126,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31.77,49792.37,0,10,172,2023,1,19,3,0.0006380367506758429,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
80.18,12631.63,0,1,6,2023,12,16,5,0.006347055205448114,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.21,1941.7,0,8,83,2023,12,19,1,0.0011375920111185464,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
100.87,40241.24,0,1,211,2023,5,8,0,0.002506570210803375,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
282.23,89461.85,0,9,161,2023,5,19,4,0.0031547172932675405,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
68.79,47999.79,0,14,236,2023,2,11,5,0.0014331014135392356,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
85.97,70374.66,0,7,217,2023,7,1,5,0.0012215871225932373,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
38.1,57040.66,0,12,80,2023,9,2,5,0.0006679328757262674,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
15.82,91509.43,0,9,120,2023,6,22,3,0.0001728764688353011,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
345.13,14099.17,0,9,81,2023,7,11,1,0.02447700985165427,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
16.92,6559.92,1,2,202,2023,11,27,0,0.0025789066167549676,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
11.2,32729.19,0,9,222,2023,1,23,0,0.0003421917196325472,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71.74,61644.58,0,11,167,2023,6,30,4,0.0011637492907034047,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
68.2,75385.52,1,8,180,2023,3,1,2,0.0009046710207607408,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
376.61,39861.89,0,10,161,2023,1,17,1,0.009447634127881847,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
177.89,50662.0,0,2,197,2023,10,22,6,0.003511240945068393,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
38.25,47999.01,0,1,39,2023,1,3,1,0.0007968748339844096,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
256.4,59547.11,0,6,155,2023,9,18,0,0.004305762181201048,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
76.85,85376.25,0,6,70,2023,7,22,5,0.0009001226907636401,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12.84,93746.02,0,4,56,2023,11,1,2,0.00013696435364025437,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
99.76,48074.06,0,7,23,2023,11,9,3,0.002075088413826213,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
82.9,5591.71,0,5,203,2023,4,3,0,0.014822867625891563,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
203.31,27024.43,0,14,166,2023,7,7,4,0.0075229145290195195,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
18.86,65509.91,0,11,40,2023,2,3,4,0.00028789097876979575,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1
30.9,37975.37,0,5,198,2023,9,6,2,0.0008136638651877469,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61.47,9453.04,0,7,86,2023,7,30,6,0.006501982221357218,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
20.1,16121.0,1,11,173,2023,6,17,5,0.0012467435802009678,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116.07,98852.22,0,7,49,2023,4,7,4,0.001174165090423964,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
46.6,14236.2,0,1,104,2023,4,6,3,0.003273115500238811,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
252.83,67950.83,0,9,66,2023,9,16,5,0.003720723930466626,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
13.05,8130.82,0,3,88,2023,7,28,4,0.0016048067960186035,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
143.16,49685.98,0,2,33,2023,10,17,1,0.0028812377005002113,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
34.88,37042.04,0,2,71,2023,10,19,3,0.0009416073842751567,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
46.57,55291.08,0,1,11,2023,12,31,6,0.0008422544422275306,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
123.54,7997.06,0,2,30,2023,6,12,0,0.015446245714585787,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
21.27,96432.36,0,11,148,2023,4,15,5,0.00022056682459265132,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
476.53,60273.82,0,9,219,2023,9,16,5,0.007905954758554235,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
35.41,34735.28,0,5,76,2023,2,21,1,0.0010193952835479217,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
387.81,40098.66,0,11,213,2023,3,3,4,0.009671154319014176,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
41.9,20653.01,0,7,228,2023,12,9,5,0.002028661746556722,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
68.33,3018.26,0,1,3,2023,12,6,2,0.0226313732503991,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
8.21,65743.85,0,3,198,2023,10,1,6,0.00012487670136900457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55.52,37153.91,0,9,126,2023,8,16,2,0.0014942843355023603,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
487.14,30205.7,1,7,34,2023,6,1,3,0.01612688575713335,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
114.77,89624.62,0,3,149,2023,5,22,0,0.001280549021585569,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
50.09,27511.75,1,7,172,2023,5,6,5,0.0018206104442485757,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
52.63,6125.85,0,8,141,2023,10,6,4,0.00859005851293895,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
73.67,35838.35,0,1,215,2023,7,1,5,0.0020555618335712004,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
293.46,41171.41,1,2,146,2023,9,14,3,0.007127588596344007,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
49.82,75312.66,0,9,148,2023,11,29,2,0.0006615001846942506,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
41.44,82896.05,0,14,172,2023,7,6,3,0.0004998971615998398,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
249.18,49883.44,0,12,73,2023,9,29,4,0.004995144778612329,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2.88,99892.07,0,9,222,2023,8,28,0,2.883082880524144e-05,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.16,1070.88,0,1,98,2023,3,24,4,0.00014927044072097622,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
